report_type,title,narrative,site,activity,location,occurred_at,reporter_name,gold_sif,gold_lsr,split
UNSAFE_CONDITION,Critical safety observation,"Permit close-out comment: A safety shower interlock on a chemical loading line was bypassed to speed up changeover, without documented authorization Equipment tag referenced in the PTW package.",Site B (Pipeline Corridor),General Maintenance,chemical loading bay,2026-03-02T22:00:00,Contractor,HIGH,Bypassing Safety Controls,val
UNSAFE_CONDITION,Routine safety observation,"Supervisor walkdown recorded that Work permit was reviewed, signed by the area authority, and displayed at the job site before work began; no issues noted Observed during morning toolbox talk follow-up.",Site C (Gas Processing),General Maintenance,process unit,2026-06-18T18:00:00,Field Technician,NON_SIF,Work Authorization,train
NEAR_MISS,Potential serious injury precursor,"Vehicle skidded on a wet access road after exceeding the site speed limit, narrowly avoiding a ditch.",Site E (Terminal),Driving / Vehicle Movement,access road,2026-06-27T16:00:00,Maintenance Engineer,HIGH,Driving,train
UNSAFE_CONDITION,Minor administrative item,"Tag lines and rigging were inspected before the lift, the exclusion zone was clearly barricaded, and a dedicated banksman controlled all pedestrian access throughout.",Site C (Gas Processing),Lifting Operation,crane lift zone,2026-03-12T05:00:00,HSE Officer,NON_SIF,Line of Fire,test
NEAR_MISS,Near miss - review recommended,"Supervisor walkdown recorded that A worker briefly entered the exclusion zone near rotating equipment to retrieve a dropped glove, then stepped back out immediately Observed during morning toolbox talk follow-up.",Site C (Gas Processing),General Maintenance,rotating equipment area,2026-04-24T08:00:00,Field Technician,MEDIUM,Line of Fire,test
UNSAFE_CONDITION,Minor administrative item,Weekly fire extinguisher inspection was completed with all units found in date and correctly charged.,Site C (Gas Processing),General Maintenance,process unit,2026-08-08T15:00:00,Maintenance Engineer,NON_SIF,No applicable rule,train
NEAR_MISS,High-risk near miss,Supervisor walkdown recorded that Contractor removed a pressure gauge without confirming the line had been isolated; a small amount of residual gas was released Observed during morning toolbox talk follow-up.,Site B (Pipeline Corridor),Pipeline Maintenance,gas metering skid,2026-07-04T10:00:00,Shift Supervisor,HIGH,Energy Isolation,train
UNSAFE_CONDITION,Minor safety observation,Supervisor walkdown recorded that A fire extinguisher tag at a hot work location showed an inspection date three days overdue; the extinguisher itself was full and functional and was swapped immediately Observed during morning toolbox talk follow-up.,Site A (Upstream E&P),Hot Work,welding bay,2026-04-18T21:00:00,Contractor,LOW,Hot Work,train
UNSAFE_ACT,Barrier verification gap,Permit close-out comment: A driver briefly checked a text message at a stop sign before continuing the journey on the site access road Equipment tag referenced in the PTW package.,Site C (Gas Processing),Driving / Vehicle Movement,site access road,2026-03-04T11:00:00,Shift Supervisor,MEDIUM,Driving,test
UNSAFE_CONDITION,Potential serious injury precursor,Permit close-out comment: Rigging sling showed visible wear but was used anyway during the lift Equipment tag referenced in the PTW package.,Site D (Drilling Rig),Lifting Operation,rigging yard,2026-02-24T01:00:00,Shift Supervisor,HIGH,Safe Mechanical Lifting,train
NEAR_MISS,Barrier verification gap,"Supervisor walkdown recorded that The confined-space entry permit listed an incorrect vessel number, although the vessel actually entered had in fact been gas-tested and isolated beforehand Observed during morning toolbox talk follow-up.",Site B (Pipeline Corridor),Confined Space Entry,separator vessel,2026-03-18T11:00:00,Contractor,MEDIUM,Confined Space,train
